Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2000-04-04,18.646713256835938,19.925906881067643,18.646713256835938,19.925906881067643,717830
2000-04-05,17.158424377441406,19.023917474866273,17.158424377441406,19.023917474866273,872810
2000-04-06,15.910687446594238,17.517870719723252,15.910687446594238,17.104713406296476,835060
2000-04-07,17.183212280273438,17.183212280273438,15.290951077620933,16.11313480336607,1609290
2000-04-10,18.55902671813965,18.55902671813965,18.174791846854653,18.550764958387415,1560560
2000-04-11,18.69123649597168,19.410129298084062,17.26997440946631,18.559024713166774,2959330
2000-04-12,19.253128051757812,20.079442587473938,18.426813516041683,19.666285319615877,1309010
2000-04-13,19.12505340576172,19.335762953034585,17.765765396040393,18.922605618242947,1913160
2000-04-14,19.12505340576172,19.12505340576172,19.12505340576172,19.12505340576172,0
2000-04-17,17.596370697021484,18.592079796408562,17.596370697021484,18.592079796408562,1283290
2000-04-18,18.352447509765625,18.583816177761317,17.68726554440946,17.68726554440946,1368980
2000-04-19,18.711891174316406,19.170495948095564,18.09628621310165,18.922600666449394,1409530
2000-04-20,18.649917602539062,18.75733936777494,17.790551361001047,18.42681231419052,1793970
2000-04-21,18.649917602539062,18.649917602539062,18.649917602539062,18.649917602539062,0
2000-04-24,19.178760528564453,19.492760949652638,18.550762838528033,18.592077936848597,1986360
2000-04-25,19.0837345123291,19.41839248206477,18.178920621507444,18.848234984908807,2560160
2000-04-26,20.595888137817383,20.61241480595839,19.108522678662904,19.823284527028292,1889780
2000-04-27,20.286020278930664,21.0710196818185,19.261390491374534,21.046229679513576,2557680
2000-04-28,20.257102966308594,20.616550970739816,19.835682309302065,20.00094586830976,1672490
2000-05-01,20.257102966308594,20.257102966308594,20.257102966308594,20.257102966308594,0
2000-05-02,20.757020950317383,20.98838800182047,19.83154801609553,20.409968796992917,2538730
2000-05-03,20.343862533569336,20.649597998689064,19.21181103908585,20.079440584616666,2228920
2000-05-04,20.72396469116211,21.23628030279889,20.33559749800186,21.06275346257351,1722450
2000-05-05,21.471784591674805,22.31049337533097,20.430628045030964,20.53391736621305,2844190
2000-05-08,21.521360397338867,22.72364788608724,21.15365071098971,21.897333417502246,1382200
2000-05-09,21.5998592376709,21.893202065492112,20.905754972974336,21.153650253834385,1142880
2000-05-10,21.703149795532227,21.897334206993193,20.82312598953089,21.484176957804642,1874770
2000-05-11,21.96343994140625,22.38486053694054,20.992521008055885,21.079283654647387,2431380
2000-05-12,21.657705307006836,22.42617815128312,21.49244332961552,22.42617815128312,1296980
2000-05-15,21.24454116821289,21.64943658639158,20.74049048676698,21.323042040096503,1653130
2000-05-16,21.174312591552734,21.628785011870217,21.07102326183784,21.236286819809706,1074070
2000-05-17,21.323049545288086,21.566812427221397,21.07928666335478,21.484180647976697,801430
2000-05-18,21.15778350830078,21.401546361678843,21.071020859489074,21.07928419405256,488710
2000-05-19,21.132999420166016,21.525497648073284,20.827262282816204,20.827262282816204,2169050
2000-05-22,20.562837600708008,21.31065282983638,20.1001018977245,21.153652625297898,1101500
2000-05-23,19.315105438232422,20.40997300793997,18.100423439020815,20.40997300793997,2039100
2000-05-24,20.005075454711914,20.86031250480447,18.187184303505667,19.00523555795898,3198410
2000-05-25,19.302711486816406,20.451288391105745,19.013501032738247,20.038131049871286,1576310
2000-05-26,19.025894165039062,19.496893255050008,18.60034263214673,19.09613172860513,1387350
2000-05-29,18.563156127929688,19.129181142283944,17.517868747013527,18.84410319550769,1411510
2000-05-30,18.492916107177734,18.963916652540508,17.84839186543759,18.75733804663514,1467450
2000-05-31,19.030017852783203,19.78196369846111,18.59207073041512,19.087859598440062,1526690
2000-06-01,18.94325828552246,19.17049602192401,18.674707032792057,18.75733879365901,935730
2000-06-02,20.203392028808594,20.409970672963816,19.17049880803249,19.17049880803249,2218470
2000-06-05,20.41409683227539,21.773384374782186,20.174466480018506,20.33559753303203,1571110
2000-06-06,20.211650848388672,21.071018639615897,19.58365324842385,21.071018639615897,917930
2000-06-07,19.79022979736328,19.864598216769274,19.335755948096708,19.66628138097357,800020
2000-06-08,19.8604679107666,20.236440926848744,19.58365332330898,19.83154703076565,636620
2000-06-09,20.265363693237305,20.65786341330406,19.99681241450629,19.99681241450629,1082110
2000-06-12,20.190994262695312,20.57523062931119,20.087704950724806,20.368652005370173,641440
2000-06-13,20.955337524414062,21.071021057248736,19.748917460011302,19.831549230351754,1140140
2000-06-14,20.68265151977539,21.401544218022494,20.57522975727977,21.401544218022494,707300
2000-06-15,20.73223304748535,20.905758353685744,20.455416842170926,20.74462726190824,635020
2000-06-16,20.740493774414062,20.90162484592991,20.07944124441521,20.07944124441521,558130
2000-06-19,20.794206619262695,20.905757697708435,20.257100895430902,20.26536423014354,741850
2000-06-20,21.03797149658203,21.376761973423235,20.36865703116498,21.062761504956818,1007540
2000-06-21,21.170175552368164,21.73206801863557,20.91401695443416,21.318910819984172,1839140
2000-06-22,21.24454116821289,21.64943658639158,21.15364766149911,21.327172918373225,650740
2000-06-23,21.26933479309082,21.401544985465026,20.99665107431029,20.99665107431029,757810
2000-06-26,21.083415985107422,21.273469536147083,21.000785788038854,21.017310881810577,660410
2000-06-27,20.814863204956055,21.071020264916257,20.740494772053115,21.071020264916257,743320
2000-06-28,20.695049285888672,21.484179668356663,20.500864849928426,21.484179668356663,603830
2000-06-29,21.285865783691406,21.401549331493328,20.74049823538216,20.781813337862808,774040
2000-06-30,20.8520450592041,21.128859635596484,20.823124180359216,21.071017877906712,384500
2000-07-03,22.198938369750977,22.97154196911967,20.82725645571969,20.914019098072743,2004340
2000-07-04,23.041780471801758,23.207042429388625,21.979966444642404,22.145228402229268,3134290
2000-07-05,22.971542358398438,23.533436467850255,22.413780704025726,23.533436467850255,2192710
2000-07-06,22.802152633666992,23.128547304890514,22.53360131294409,22.971547077100567,957330
2000-07-07,23.28554344177246,23.549963836182986,22.727780194747258,22.888912850156675,2121980
2000-07-10,22.781494140625,23.38470344342517,22.558388811840253,23.13680968437773,1441670
2000-07-11,22.711254119873047,23.13680557521775,22.641016569106267,23.05417381152087,918410
2000-07-12,22.136964797973633,23.029384337946034,21.56680738808107,22.723647298997925,1829150
2000-07-13,21.96756935119629,22.818673819688836,21.66183388097036,22.6327527493786,2059660
2000-07-14,21.96343994140625,22.310492103842144,21.822966409561484,21.90146572180096,775550
2000-07-17,21.017303466796875,21.835354422508935,20.988382592812314,21.82296021253539,1125760
2000-07-18,20.678518295288086,21.10407129846038,20.657860749752274,21.009043752070184,1426120
2000-07-19,20.761154174804688,20.90162771883124,20.492601301319507,20.492601301319507,694040
2000-07-20,20.52151870727539,21.318912281420413,20.252967455384265,20.657861348690222,988110
2000-07-21,19.96375846862793,20.64546857093661,19.839811607136312,20.533915922773197,1148120
2000-07-24,19.10439109802246,19.666283609551854,18.600338770722672,19.42252077966898,2139820
2000-07-25,20.050521850585938,20.55044334614198,18.393761887900453,18.674708958172143,1023310
2000-07-26,20.244705200195312,20.823125979200253,20.038126575703522,20.575230684168208,607630
2000-07-27,20.203392028808594,20.31081223029852,19.91418161177729,20.108364465555614,309420
2000-07-28,19.42665672302246,20.294286435452324,19.33576161133303,20.000945126361945,1299440
2000-07-31,19.2448673248291,19.501024403331044,19.00523534011407,19.41839263011655,246430
2000-08-01,18.794523239135742,19.492758396133432,18.69123393079509,19.492758396133432,731000
2000-08-02,18.509441375732422,18.996966974927734,18.013652443796733,18.881283468701582,1170800
2000-08-03,20.860313415527344,21.310654949495905,18.513579752874477,18.575552404148823,2954030
2000-08-04,20.63720703125,20.988390098692488,20.017471093831503,20.244707289004285,2838820
2000-08-07,19.434919357299805,20.657864561057618,18.988708726267365,20.49673346965257,1494150
2000-08-08,20.909887313842773,21.310650324603213,19.08786402296397,19.178757540321076,1966720
2000-08-09,20.16621208190918,21.071026167603303,19.996817620859495,21.004921050512458,637310
2000-08-10,20.133150100708008,20.575228177169635,19.93483483448809,19.99680904471228,439490
2000-08-11,20.013336181640625,20.19512637631975,19.422521201073067,19.422521201073067,506620
2000-08-14,20.12076187133789,20.203393650848106,19.934840761457426,20.005076749595545,551750
2000-08-15,20.12076187133789,20.12076187133789,20.12076187133789,20.12076187133789,0
2000-08-16,20.32733726501465,20.451284126323852,20.162073732555807,20.32733726501465,309750
2000-08-17,20.40583610534668,21.07101952284694,20.219915029637008,20.219915029637008,1182700
2000-08-18,19.794363021850586,20.162072708012865,19.5836535259392,20.162072708012865,2462310
2000-08-21,19.434919357299805,19.666286431698857,18.69949830719856,19.426656022346982,2801190
2000-08-22,19.046550750732422,19.26965606924577,18.922603876915012,19.26965606924577,1111770
2000-08-23,19.236602783203125,20.079442404124304,19.087865915961185,20.079442404124304,1075740
2000-08-24,19.133316040039062,19.3192355730222,19.06307847614335,19.253130464922172,390670
2000-08-25,19.732391357421875,20.385180628181914,19.013498559774973,19.013498559774973,2312720
2000-08-28,19.434919357299805,19.99681352553177,19.414261807952744,19.99681352553177,429230
2000-08-29,19.397733688354492,19.600179863323817,19.087865743096657,19.335759468874976,936450
2000-08-30,19.492761611938477,19.81502380278397,19.418393171578742,19.583656722615935,1113170
2000-08-31,19.777835845947266,19.831546726297177,19.368811077316437,19.368811077316437,438410
2000-09-01,19.777835845947266,19.777835845947266,19.777835845947266,19.777835845947266,0
2000-09-04,19.703468322753906,20.079441350296698,19.58365392027045,19.831547635283574,481800
2000-09-05,19.769577026367188,20.24470857226679,19.58365749421265,19.591919253626994,869690
2000-09-06,20.042261123657227,20.57523445066885,19.831551581573855,19.831551581573855,1091950
2000-09-07,19.839815139770508,20.244709133308255,19.73652580745771,19.73652580745771,697550
2000-09-08,19.711734771728516,20.1579454205495,19.674550550993434,19.674550550993434,664760
2000-09-11,19.839815139770508,19.996815366185597,19.748920022992802,19.748920022992802,673660
2000-09-12,19.521684646606445,19.810895104733174,19.459710414125645,19.75718420832116,930850
2000-09-13,19.488630294799805,19.707604749126517,19.426657641593096,19.66628807091859,473020
2000-09-14,19.21181297302246,19.521680924200243,19.17049787662672,19.25726052469972,924750
2000-09-15,18.81104850769043,19.0961280100782,18.468128820328484,19.0961280100782,1839060
2000-09-18,17.298892974853516,18.592075560709038,16.278395676915377,18.592075560709038,4094360
2000-09-19,19.03415870666504,19.418395162563073,16.365162643429173,17.063397987208408,3391350
2000-09-20,18.596210479736328,19.501026028952722,18.187185611136414,19.33576246874723,1342330
2000-09-21,18.51357650756836,18.695365125938213,18.18718190943335,18.592075815850155,788790
2000-09-22,17.922765731811523,18.418554851742343,17.76576550235156,18.183053719517318,1413240
2000-09-25,18.492916107177734,18.530100319283488,17.811207653331838,18.17891731967224,682890
2000-09-26,18.37310791015625,18.509449016480524,18.1995810031151,18.344187021661096,910820
2000-09-27,18.728418350219727,18.790390990261862,18.013654941722795,18.178918467308055,616410
2000-09-28,18.501176834106445,18.835834695911807,18.17891475863648,18.7903871568441,1231040
2000-09-29,19.35641860961914,19.87286522754996,18.402026268367784,18.83997199168832,1612480
2000-10-02,19.35641860961914,19.35641860961914,19.35641860961914,19.35641860961914,0
2000-10-03,19.773706436157227,19.831548199568125,19.005233691252784,19.335759179364953,1015840
2000-10-04,19.509288787841797,19.831550987038753,19.174630797550293,19.831550987038753,538430
2000-10-05,19.389474868774414,19.62497443591983,19.174632854242233,19.501027544170178,534020
2000-10-06,20.19512939453125,20.492601580707205,18.344184867815184,19.434919894623757,4165980
2000-10-09,20.091842651367188,20.327342218058426,19.666289503218092,19.843947292275725,1702680
2000-10-10,19.7530517578125,20.236445058876775,19.459708866939142,19.66628752402372,1597610
2000-10-11,19.554733276367188,19.748916110921797,18.94325916326087,19.492759058827954,1527000
2000-10-12,19.538209915161133,19.62497257354525,19.261393692988364,19.42252479457889,535320
2000-10-13,19.538209915161133,19.64563012419812,19.0961317116953,19.253130357513196,858650
2000-10-16,19.571256637573242,20.203388241930462,19.054810123986776,19.914177879108106,1672680
2000-10-17,19.6456298828125,19.831550988544116,19.35641944901555,19.381209455136457,1006920
2000-10-18,19.670419692993164,19.819156576096862,19.19115727858683,19.501025259696185,874410
2000-10-19,19.98855209350586,20.162077415824903,19.666288303945986,19.74892008527083,1165000
2000-10-20,20.21991539001465,20.409968924166183,20.079441860982563,20.244705392574375,983450
2000-10-23,20.087709426879883,20.40170988783822,20.038130987386,20.244709657359053,490540
2000-10-24,20.100101470947266,20.162074114741674,19.87286371549145,19.91418038742427,908620
2000-10-25,19.947233200073242,20.16207517723594,19.843943878902905,20.16207517723594,484280
2000-10-26,19.943098068237305,20.244702632615258,19.856335435211378,20.244702632615258,132760
2000-10-27,19.8315486907959,20.06704820541351,19.58778584176207,19.914180458888193,157710
2000-10-30,20.401702880859375,20.57522814752568,19.670414451187863,19.670414451187863,725980
2000-10-31,20.703311920166016,21.06275831884159,20.07944353370189,20.657864366388765,1268940
2000-11-01,20.422367095947266,21.02557642386073,20.24470931667451,21.02557642386073,450870
2000-11-02,20.819000244140625,20.905762916175973,20.29015929908287,20.29015929908287,1090260
2000-11-03,20.50086212158203,20.905756033856797,20.409968599116965,20.905756033856797,586410
2000-11-06,20.65786361694336,20.905757349918712,20.409969883968007,20.409969883968007,3414470
2000-11-07,20.554574966430664,20.64960095302647,20.45954897983486,20.492600743139068,500740
2000-11-08,20.15380859375,20.6537300254435,20.07944016840947,20.6537300254435,311190
2000-11-09,20.24057388305664,20.31080985735003,19.823284188016615,19.996811048389933,463730
2000-11-10,20.257102966308594,20.40997231001525,20.162076971503705,20.203393649290682,508910
2000-11-13,19.8604679107666,20.16207249939779,19.83154703076565,19.893521245664694,379350
2000-11-14,19.4844970703125,19.87286434231142,19.21181333123455,19.83154924514534,961560
2000-11-15,19.8604679107666,20.16207249939779,19.62496841586184,19.823283697041123,1788270
2000-11-16,19.220077514648438,19.922445229978173,18.934999549045486,19.831550120914915,3386130
2000-11-17,18.984577178955078,19.170498268677953,18.47639391775917,19.04654982481608,2274520
2000-11-20,18.893680572509766,19.005233217479873,18.550760879663713,18.92260145349426,844210
2000-11-21,18.567289352416992,18.922604899003648,18.47639581394536,18.839973119972086,1725570
2000-11-22,18.517709732055664,18.996972128527453,18.344184425641565,18.996972128527453,1544510
2000-11-23,17.918628692626953,18.55076032868244,17.6872616516229,18.43094435326548,2032420
2000-11-24,18.48465347290039,18.596204527855555,18.026048737377284,18.096284703539396,1695020
2000-11-27,18.654050827026367,18.716023470077467,18.447472198049642,18.56315572593425,1679260
2000-11-28,18.315265655517578,18.736684755762468,18.178922976678802,18.66644876441171,1845570
2000-11-29,18.348318099975586,19.78197462831432,18.108687653273368,19.78197462831432,1557300
2000-11-30,18.273942947387695,18.67470593968885,18.054970133566894,18.497048215848316,1222240
2000-12-01,17.869049072265625,18.199574520238112,17.35260256728685,18.199574520238112,3651830
2000-12-04,17.8773193359375,18.088028898183538,17.765766658488328,17.765766658488328,1088200
2000-12-05,17.695526123046875,18.00539406665883,17.600498566731062,18.00539406665883,2271740
2000-12-06,18.174789428710938,18.996971532770736,18.013656765718217,18.013656765718217,2366510
2000-12-07,18.03431510925293,18.17891952046504,17.972340889550665,18.11694530076278,810150
2000-12-08,18.10869026184082,18.302873175225926,18.017795126168775,18.096294467658883,1751810
2000-12-11,18.393760681152344,18.559022633012923,18.17891872527077,18.26155048923596,1586350
2000-12-12,18.889551162719727,19.16636578112114,18.592077419662747,18.592077419662747,4568430
2000-12-13,19.377073287963867,20.16207102141203,18.930862755967734,18.963916088442843,4965450
2000-12-14,18.94325828552246,19.583653250189013,18.83996897845621,19.418389728455114,1746750
2000-12-15,18.158260345458984,19.17049586144882,18.07975946406112,19.17049586144882,2245680
2000-12-18,17.939289093017578,18.170657746900652,17.60463269087511,17.60463269087511,1384430
2000-12-19,17.7698974609375,18.100424611668778,17.68726724932494,17.96821438180437,2632380
2000-12-20,18.174789428710938,18.335920515633717,17.807078125854154,17.931026570628546,1776510
2000-12-21,17.984737396240234,18.220236939424836,17.765764523892816,17.931028080124502,1377700
2000-12-22,17.869049072265625,18.17891697525289,17.81947064908717,18.170653642044872,1061090
2000-12-25,17.869049072265625,17.869049072265625,17.869049072265625,17.869049072265625,0
2000-12-26,17.7946834564209,18.09628807377567,17.550920604576643,17.778156787397922,1900460
2000-12-27,18.03431510925293,18.17891952046504,17.807077354391215,17.807077354391215,711410
2000-12-28,18.183053970336914,18.587949553382554,18.07150287467863,18.07150287467863,1753480
2000-12-29,18.4102840423584,18.571415086310246,18.178915460027564,18.261547209150685,1802700
2001-01-01,18.364845275878906,18.654055747953826,18.344187722745758,18.583818176016784,1003590
2001-01-02,18.509441375732422,18.592073127066634,18.09628419513094,18.41441541332243,1786810
2001-01-03,18.662311553955078,19.418390050742147,18.5920755804978,18.75733910497458,4207540
2001-01-04,18.621004104614258,18.996977279866027,18.56316232012482,18.868897917017684,2125270
2001-01-05,18.889551162719727,19.00523469565525,18.56728741571802,18.629261637544868,1618440
2001-01-08,19.017627716064453,19.1704970333581,18.75733978329495,18.75733978329495,2596130
2001-01-09,19.480365753173828,19.666285262312304,18.939129166471655,19.06307603125394,2699850
2001-01-10,18.625131607055664,19.82741927194271,18.51770982780294,19.715866613212572,3259280
2001-01-11,18.914339065551758,19.17049770432676,18.674708671684364,18.839970631851905,1899000
2001-01-12,19.608442306518555,19.748915831694166,19.005233112087318,19.129179969343493,3946760
2001-01-15,20.57522964477539,20.814861593593967,19.74891518855092,19.81502028200609,4899580
2001-01-16,20.65786361694336,20.790073818006203,20.331468993538873,20.65786361694336,2863150
2001-01-17,20.58762550354004,20.740493237163243,20.261230913961786,20.57522971492698,2083080
2001-01-18,20.649600982666016,20.699179415728477,20.327338803655074,20.653733438128704,1694510
2001-01-19,20.80246925354004,20.988390352225455,20.3356026431489,20.64960149509648,3062540
2001-01-22,20.496728897094727,21.442859261178388,20.319071175417193,20.905753641556288,2553510
2001-01-23,20.628942489624023,20.90575710229875,20.513258959081735,20.513258959081735,1074060
2001-01-24,20.608285903930664,20.740496109602123,20.368653921107416,20.575232564477815,1071050
2001-01-25,20.62481117248535,21.071021802462862,20.492600965692752,20.61654941362205,1279930
2001-01-26,20.62481117248535,20.62481117248535,20.62481117248535,20.62481117248535,0
2001-01-29,20.269495010375977,20.657862253353898,20.079441479832063,20.492598724899143,1641080
2001-01-30,20.608285903930664,20.69917943528606,20.04225928632539,20.24470705029917,1227350
2001-01-31,20.98012924194336,21.07102436117717,20.327341463643776,20.327341463643776,1740520
2001-02-01,20.757020950317383,21.07515064613413,20.53391565687955,20.98838800182047,942430
2001-02-02,20.84378433227539,20.955336982942065,20.533916383557926,20.70744167832616,842630
2001-02-05,21.8147029876709,22.50880730975737,20.740494743335574,20.823126510454415,5280470
2001-02-06,21.44286346435547,21.897335841968342,21.240415703666493,21.73207229952551,1023200
2001-02-07,20.765283584594727,21.773388326635608,20.657863388445566,21.48417792398339,1144160
2001-02-08,21.343706130981445,21.40154790101627,20.65786507358135,20.806601954282335,1247210
2001-02-09,22.4881534576416,23.054178554909516,21.475917690244735,21.475917690244735,7995520
2001-02-12,21.690757751464844,22.63275586947178,21.566810879527615,22.55012567222695,2201030
2001-02-13,21.418073654174805,21.93865113826626,21.277600114646958,21.73207249637648,1811010
2001-02-14,21.856019973754883,21.95517683486838,21.22802074111313,21.48417780440454,2641060
2001-02-15,21.57920265197754,21.979965682758184,21.484176675043223,21.979965682758184,939480
2001-02-16,20.971858978271484,22.306358133922927,20.839648799097848,21.810569173986963,2238980
2001-02-19,21.219757080078125,21.79817629719068,20.947073352108095,21.566809240773605,1789610
2001-02-20,20.72396469116211,21.27759539157799,20.66612293644352,21.15364854917107,1442670
2001-02-21,20.68265151977539,20.988386987651133,19.748915296537053,20.971860320179537,2118770
2001-02-22,20.781810760498047,21.15365294098846,20.600022125630474,20.666127227043223,2367740
2001-02-23,20.443023681640625,20.905759431433594,20.162076582391663,20.901628551769672,2697660
2001-02-26,20.65786361694336,20.740495386625117,19.835679951518248,20.409969883968007,828380
2001-02-27,20.690914154052734,20.823124337216612,20.418228878198825,20.657860820226915,1553190
2001-02-28,21.199098587036133,22.22785923374773,20.65786203435101,21.89733375641207,4403910
2001-03-01,21.893203735351562,22.69885912540467,21.40980892524984,21.649440890751688,3344000
2001-03-02,21.864286422729492,22.475760693746878,21.75686620413306,22.227865335641667,3084400
2001-03-05,21.256942749023438,22.06259977455674,21.083415868782893,21.732072683826175,2081400
2001-03-06,21.256942749023438,21.256942749023438,21.256942749023438,21.256942749023438,0
2001-03-07,21.26933479309082,21.48417674971636,20.66612559337477,21.15365126878084,1216350
2001-03-08,21.67010498046875,21.81470943360285,21.153658253460772,21.153658253460772,904970
2001-03-09,20.876840591430664,21.318918834085938,20.661998578241242,21.318918834085938,1428380
2001-03-12,20.67438507080078,20.905752076261464,20.579359111262352,20.740490154656623,915420
2001-03-13,18.273942947387695,20.579360902674804,17.398050116034835,20.579360902674804,2514890
2001-03-14,20.15380859375,20.492597386492545,18.178917595655218,18.178917595655218,1474340
2001-03-15,20.02573585510254,20.64547183666103,19.42252496857233,20.64547183666103,1714080
2001-03-16,19.21181297302246,20.244706143615065,18.50944530180551,19.835679754589638,1107510
2001-03-19,19.4060001373291,19.583657913876372,18.509447918931226,18.674711480021287,457270
2001-03-20,18.95978546142578,19.418390249271226,18.77799684349858,19.34402182010333,699820
2001-03-21,19.513416290283203,19.996811081487,18.674707595955084,18.674707595955084,961000
2001-03-22,19.236602783203125,19.624970044058276,19.104392584781376,19.542338276027213,236250
2001-03-23,18.968053817749023,19.41839539092172,18.592080693435687,19.21181671655021,361790
2001-03-26,18.794523239135742,19.08786449656645,18.426811977544414,18.426811977544414,171770
2001-03-27,18.77386474609375,19.00110249291821,18.67883876836253,18.839969842605463,1190700
2001-03-28,18.893680572509766,19.327495363346973,18.839969689508646,18.9308647874998,305000
2001-03-29,18.96391487121582,19.08786170790249,18.839966458459617,18.914334875685523,1180950
